timestamp_ms,ax,ay,az,gx,gy,gz
4250,4.2500,8.5000,1.0000,42.5000,85.0000,127.5000
4260,4.2600,8.5200,1.0000,42.6000,85.2000,127.8000
4270,4.2700,8.5400,1.0000,42.7000,85.4000,128.1000
4280,4.2800,8.5600,1.0000,42.8000,85.6000,128.4000
4290,4.2900,8.5800,1.0000,42.9000,85.8000,128.7000
4300,4.3000,8.6000,1.0000,43.0000,86.0000,129.0000
4310,4.3100,8.6200,1.0000,43.1000,86.2000,129.3000
4320,4.3200,8.6400,1.0000,43.2000,86.4000,129.6000
4330,4.3300,8.6600,1.0000,43.3000,86.6000,129.9000
4340,4.3400,8.6800,1.0000,43.4000,86.8000,130.2000
4350,4.3500,8.7000,1.0000,43.5000,87.0000,130.5000
4360,4.3600,8.7200,1.0000,43.6000,87.2000,130.8000
4370,4.3700,8.7400,1.0000,43.7000,87.4000,131.1000
4380,4.3800,8.7600,1.0000,43.8000,87.6000,131.4000
4390,4.3900,8.7800,1.0000,43.9000,87.8000,131.7000
4400,4.4000,8.8000,1.0000,44.0000,88.0000,132.0000
4410,4.4100,8.8200,1.0000,44.1000,88.2000,132.3000
4420,4.4200,8.8400,1.0000,44.2000,88.4000,132.6000
4430,4.4300,8.8600,1.0000,44.3000,88.6000,132.9000
4440,4.4400,8.8800,1.0000,44.4000,88.8000,133.2000
4450,4.4500,8.9000,1.0000,44.5000,89.0000,133.5000
4460,4.4600,8.9200,1.0000,44.6000,89.2000,133.8000
4470,4.4700,8.9400,1.0000,44.7000,89.4000,134.1000
4480,4.4800,8.9600,1.0000,44.8000,89.6000,134.4000
4490,4.4900,8.9800,1.0000,44.9000,89.8000,134.7000
4500,4.5000,9.0000,1.0000,45.0000,90.0000,135.0000
4510,4.5100,9.0200,1.0000,45.1000,90.2000,135.3000
4520,4.5200,9.0400,1.0000,45.2000,90.4000,135.6000
4530,4.5300,9.0600,1.0000,45.3000,90.6000,135.9000
4540,4.5400,9.0800,1.0000,45.4000,90.8000,136.2000
4550,4.5500,9.1000,1.0000,45.5000,91.0000,136.5000
4560,4.5600,9.1200,1.0000,45.6000,91.2000,136.8000
4570,4.5700,9.1400,1.0000,45.7000,91.4000,137.1000
4580,4.5800,9.1600,1.0000,45.8000,91.6000,137.4000
4590,4.5900,9.1800,1.0000,45.9000,91.8000,137.7000
4600,4.6000,9.2000,1.0000,46.0000,92.0000,138.0000
4610,4.6100,9.2200,1.0000,46.1000,92.2000,138.3000
4620,4.6200,9.2400,1.0000,46.2000,92.4000,138.6000
4630,4.6300,9.2600,1.0000,46.3000,92.6000,138.9000
4640,4.6400,9.2800,1.0000,46.4000,92.8000,139.2000
4650,4.6500,9.3000,1.0000,46.5000,93.0000,139.5000
4660,4.6600,9.3200,1.0000,46.6000,93.2000,139.8000
4670,4.6700,9.3400,1.0000,46.7000,93.4000,140.1000
4680,4.6800,9.3600,1.0000,46.8000,93.6000,140.4000
4690,4.6900,9.3800,1.0000,46.9000,93.8000,140.7000
4700,4.7000,9.4000,1.0000,47.0000,94.0000,141.0000
4710,4.7100,9.4200,1.0000,47.1000,94.2000,141.3000
4720,4.7200,9.4400,1.0000,47.2000,94.4000,141.6000
4730,4.7300,9.4600,1.0000,47.3000,94.6000,141.9000
4740,4.7400,9.4800,1.0000,47.4000,94.8000,142.2000
4750,4.7500,9.5000,1.0000,47.5000,95.0000,142.5000
4760,4.7600,9.5200,1.0000,47.6000,95.2000,142.8000
4770,4.7700,9.5400,1.0000,47.7000,95.4000,143.1000
4780,4.7800,9.5600,1.0000,47.8000,95.6000,143.4000
4790,4.7900,9.5800,1.0000,47.9000,95.8000,143.7000
4800,4.8000,9.6000,1.0000,48.0000,96.0000,144.0000
4810,4.8100,9.6200,1.0000,48.1000,96.2000,144.3000
4820,4.8200,9.6400,1.0000,48.2000,96.4000,144.6000
4830,4.8300,9.6600,1.0000,48.3000,96.6000,144.9000
4840,4.8400,9.6800,1.0000,48.4000,96.8000,145.2000
4850,4.8500,9.7000,1.0000,48.5000,97.0000,145.5000
4860,4.8600,9.7200,1.0000,48.6000,97.2000,145.8000
4870,4.8700,9.7400,1.0000,48.7000,97.4000,146.1000
4880,4.8800,9.7600,1.0000,48.8000,97.6000,146.4000
4890,4.8900,9.7800,1.0000,48.9000,97.8000,146.7000
4900,4.9000,9.8000,1.0000,49.0000,98.0000,147.0000
4910,4.9100,9.8200,1.0000,49.1000,98.2000,147.3000
4920,4.9200,9.8400,1.0000,49.2000,98.4000,147.6000
4930,4.9300,9.8600,1.0000,49.3000,98.6000,147.9000
4940,4.9400,9.8800,1.0000,49.4000,98.8000,148.2000
4950,4.9500,9.9000,1.0000,49.5000,99.0000,148.5000
4960,4.9600,9.9200,1.0000,49.6000,99.2000,148.8000
4970,4.9700,9.9400,1.0000,49.7000,99.4000,149.1000
4980,4.9800,9.9600,1.0000,49.8000,99.6000,149.4000
4990,4.9900,9.9800,1.0000,49.9000,99.8000,149.7000
5000,5.0000,10.0000,1.0000,50.0000,100.0000,150.0000
5010,5.0100,10.0200,1.0000,50.1000,100.2000,150.3000
5020,5.0200,10.0400,1.0000,50.2000,100.4000,150.6000
5030,5.0300,10.0600,1.0000,50.3000,100.6000,150.9000
5040,5.0400,10.0800,1.0000,50.4000,100.8000,151.2000
5050,5.0500,10.1000,1.0000,50.5000,101.0000,151.5000
5060,5.0600,10.1200,1.0000,50.6000,101.2000,151.8000
5070,5.0700,10.1400,1.0000,50.7000,101.4000,152.1000
5080,5.0800,10.1600,1.0000,50.8000,101.6000,152.4000
5090,5.0900,10.1800,1.0000,50.9000,101.8000,152.7000
5100,5.1000,10.2000,1.0000,51.0000,102.0000,153.0000
5110,5.1100,10.2200,1.0000,51.1000,102.2000,153.3000
5120,5.1200,10.2400,1.0000,51.2000,102.4000,153.6000
5130,5.1300,10.2600,1.0000,51.3000,102.6000,153.9000
5140,5.1400,10.2800,1.0000,51.4000,102.8000,154.2000
5150,5.1500,10.3000,1.0000,51.5000,103.0000,154.5000
5160,5.1600,10.3200,1.0000,51.6000,103.2000,154.8000
5170,5.1700,10.3400,1.0000,51.7000,103.4000,155.1000
5180,5.1800,10.3600,1.0000,51.8000,103.6000,155.4000
5190,5.1900,10.3800,1.0000,51.9000,103.8000,155.7000
5200,5.2000,10.4000,1.0000,52.0000,104.0000,156.0000
5210,5.2100,10.4200,1.0000,52.1000,104.2000,156.3000
5220,5.2200,10.4400,1.0000,52.2000,104.4000,156.6000
5230,5.2300,10.4600,1.0000,52.3000,104.6000,156.9000
5240,5.2400,10.4800,1.0000,52.4000,104.8000,157.2000
5250,5.2500,10.5000,1.0000,52.5000,105.0000,157.5000
5260,5.2600,10.5200,1.0000,52.6000,105.2000,157.8000
5270,5.2700,10.5400,1.0000,52.7000,105.4000,158.1000
5280,5.2800,10.5600,1.0000,52.8000,105.6000,158.4000
5290,5.2900,10.5800,1.0000,52.9000,105.8000,158.7000
5300,5.3000,10.6000,1.0000,53.0000,106.0000,159.0000
5310,5.3100,10.6200,1.0000,53.1000,106.2000,159.3000
5320,5.3200,10.6400,1.0000,53.2000,106.4000,159.6000
5330,5.3300,10.6600,1.0000,53.3000,106.6000,159.9000
5340,5.3400,10.6800,1.0000,53.4000,106.8000,160.2000
5350,5.3500,10.7000,1.0000,53.5000,107.0000,160.5000
5360,5.3600,10.7200,1.0000,53.6000,107.2000,160.8000
5370,5.3700,10.7400,1.0000,53.7000,107.4000,161.1000
5380,5.3800,10.7600,1.0000,53.8000,107.6000,161.4000
5390,5.3900,10.7800,1.0000,53.9000,107.8000,161.7000
5400,5.4000,10.8000,1.0000,54.0000,108.0000,162.0000
5410,5.4100,10.8200,1.0000,54.1000,108.2000,162.3000
5420,5.4200,10.8400,1.0000,54.2000,108.4000,162.6000
5430,5.4300,10.8600,1.0000,54.3000,108.6000,162.9000
5440,5.4400,10.8800,1.0000,54.4000,108.8000,163.2000
5450,5.4500,10.9000,1.0000,54.5000,109.0000,163.5000
5460,5.4600,10.9200,1.0000,54.6000,109.2000,163.8000
5470,5.4700,10.9400,1.0000,54.7000,109.4000,164.1000
5480,5.4800,10.9600,1.0000,54.8000,109.6000,164.4000
5490,5.4900,10.9800,1.0000,54.9000,109.8000,164.7000
5500,5.5000,11.0000,1.0000,55.0000,110.0000,165.0000
5510,5.5100,11.0200,1.0000,55.1000,110.2000,165.3000
5520,5.5200,11.0400,1.0000,55.2000,110.4000,165.6000
5530,5.5300,11.0600,1.0000,55.3000,110.6000,165.9000
5540,5.5400,11.0800,1.0000,55.4000,110.8000,166.2000
5550,5.5500,11.1000,1.0000,55.5000,111.0000,166.5000
5560,5.5600,11.1200,1.0000,55.6000,111.2000,166.8000
5570,5.5700,11.1400,1.0000,55.7000,111.4000,167.1000
5580,5.5800,11.1600,1.0000,55.8000,111.6000,167.4000
5590,5.5900,11.1800,1.0000,55.9000,111.8000,167.7000
5600,5.6000,11.2000,1.0000,56.0000,112.0000,168.0000
5610,5.6100,11.2200,1.0000,56.1000,112.2000,168.3000
5620,5.6200,11.2400,1.0000,56.2000,112.4000,168.6000
5630,5.6300,11.2600,1.0000,56.3000,112.6000,168.9000
5640,5.6400,11.2800,1.0000,56.4000,112.8000,169.2000
5650,5.6500,11.3000,1.0000,56.5000,113.0000,169.5000
5660,5.6600,11.3200,1.0000,56.6000,113.2000,169.8000
5670,5.6700,11.3400,1.0000,56.7000,113.4000,170.1000
5680,5.6800,11.3600,1.0000,56.8000,113.6000,170.4000
5690,5.6900,11.3800,1.0000,56.9000,113.8000,170.7000
5700,5.7000,11.4000,1.0000,57.0000,114.0000,171.0000
5710,5.7100,11.4200,1.0000,57.1000,114.2000,171.3000
5720,5.7200,11.4400,1.0000,57.2000,114.4000,171.6000
5730,5.7300,11.4600,1.0000,57.3000,114.6000,171.9000
5740,5.7400,11.4800,1.0000,57.4000,114.8000,172.2000
5750,5.7500,11.5000,1.0000,57.5000,115.0000,172.5000
5760,5.7600,11.5200,1.0000,57.6000,115.2000,172.8000
5770,5.7700,11.5400,1.0000,57.7000,115.4000,173.1000
5780,5.7800,11.5600,1.0000,57.8000,115.6000,173.4000
5790,5.7900,11.5800,1.0000,57.9000,115.8000,173.7000
5800,5.8000,11.6000,1.0000,58.0000,116.0000,174.0000
5810,5.8100,11.6200,1.0000,58.1000,116.2000,174.3000
5820,5.8200,11.6400,1.0000,58.2000,116.4000,174.6000
5830,5.8300,11.6600,1.0000,58.3000,116.6000,174.9000
5840,5.8400,11.6800,1.0000,58.4000,116.8000,175.2000
5850,5.8500,11.7000,1.0000,58.5000,117.0000,175.5000
5860,5.8600,11.7200,1.0000,58.6000,117.2000,175.8000
5870,5.8700,11.7400,1.0000,58.7000,117.4000,176.1000
5880,5.8800,11.7600,1.0000,58.8000,117.6000,176.4000
5890,5.8900,11.7800,1.0000,58.9000,117.8000,176.7000
5900,5.9000,11.8000,1.0000,59.0000,118.0000,177.0000
5910,5.9100,11.8200,1.0000,59.1000,118.2000,177.3000
5920,5.9200,11.8400,1.0000,59.2000,118.4000,177.6000
5930,5.9300,11.8600,1.0000,59.3000,118.6000,177.9000
5940,5.9400,11.8800,1.0000,59.4000,118.8000,178.2000
5950,5.9500,11.9000,1.0000,59.5000,119.0000,178.5000
5960,5.9600,11.9200,1.0000,59.6000,119.2000,178.8000
5970,5.9700,11.9400,1.0000,59.7000,119.4000,179.1000
5980,5.9800,11.9600,1.0000,59.8000,119.6000,179.4000
5990,5.9900,11.9800,1.0000,59.9000,119.8000,179.7000
6000,6.0000,12.0000,1.0000,60.0000,120.0000,180.0000
6010,6.0100,12.0200,1.0000,60.1000,120.2000,180.3000
6020,6.0200,12.0400,1.0000,60.2000,120.4000,180.6000
6030,6.0300,12.0600,1.0000,60.3000,120.6000,180.9000
6040,6.0400,12.0800,1.0000,60.4000,120.8000,181.2000
6050,6.0500,12.1000,1.0000,60.5000,121.0000,181.5000
6060,6.0600,12.1200,1.0000,60.6000,121.2000,181.8000
6070,6.0700,12.1400,1.0000,60.7000,121.4000,182.1000
6080,6.0800,12.1600,1.0000,60.8000,121.6000,182.4000
6090,6.0900,12.1800,1.0000,60.9000,121.8000,182.7000
6100,6.1000,12.2000,1.0000,61.0000,122.0000,183.0000
6110,6.1100,12.2200,1.0000,61.1000,122.2000,183.3000
6120,6.1200,12.2400,1.0000,61.2000,122.4000,183.6000
6130,6.1300,12.2600,1.0000,61.3000,122.6000,183.9000
6140,6.1400,12.2800,1.0000,61.4000,122.8000,184.2000
6150,6.1500,12.3000,1.0000,61.5000,123.0000,184.5000
6160,6.1600,12.3200,1.0000,61.6000,123.2000,184.8000
6170,6.1700,12.3400,1.0000,61.7000,123.4000,185.1000
6180,6.1800,12.3600,1.0000,61.8000,123.6000,185.4000
6190,6.1900,12.3800,1.0000,61.9000,123.8000,185.7000
6200,6.2000,12.4000,1.0000,62.0000,124.0000,186.0000
6210,6.2100,12.4200,1.0000,62.1000,124.2000,186.3000
6220,6.2200,12.4400,1.0000,62.2000,124.4000,186.6000
6230,6.2300,12.4600,1.0000,62.3000,124.6000,186.9000
6240,6.2400,12.4800,1.0000,62.4000,124.8000,187.2000
6250,6.2500,12.5000,1.0000,62.5000,125.0000,187.5000
6260,6.2600,12.5200,1.0000,62.6000,125.2000,187.8000
6270,6.2700,12.5400,1.0000,62.7000,125.4000,188.1000
6280,6.2800,12.5600,1.0000,62.8000,125.6000,188.4000
6290,6.2900,12.5800,1.0000,62.9000,125.8000,188.7000
6300,6.3000,12.6000,1.0000,63.0000,126.0000,189.0000
6310,6.3100,12.6200,1.0000,63.1000,126.2000,189.3000
6320,6.3200,12.6400,1.0000,63.2000,126.4000,189.6000
6330,6.3300,12.6600,1.0000,63.3000,126.6000,189.9000
6340,6.3400,12.6800,1.0000,63.4000,126.8000,190.2000
6350,6.3500,12.7000,1.0000,63.5000,127.0000,190.5000
6360,6.3600,12.7200,1.0000,63.6000,127.2000,190.8000
6370,6.3700,12.7400,1.0000,63.7000,127.4000,191.1000
6380,6.3800,12.7600,1.0000,63.8000,127.6000,191.4000
6390,6.3900,12.7800,1.0000,63.9000,127.8000,191.7000
6400,6.4000,12.8000,1.0000,64.0000,128.0000,192.0000
6410,6.4100,12.8200,1.0000,64.1000,128.2000,192.3000
6420,6.4200,12.8400,1.0000,64.2000,128.4000,192.6000
6430,6.4300,12.8600,1.0000,64.3000,128.6000,192.9000
6440,6.4400,12.8800,1.0000,64.4000,128.8000,193.2000
6450,6.4500,12.9000,1.0000,64.5000,129.0000,193.5000
6460,6.4600,12.9200,1.0000,64.6000,129.2000,193.8000
6470,6.4700,12.9400,1.0000,64.7000,129.4000,194.1000
6480,6.4800,12.9600,1.0000,64.8000,129.6000,194.4000
6490,6.4900,12.9800,1.0000,64.9000,129.8000,194.7000
6500,6.5000,13.0000,1.0000,65.0000,130.0000,195.0000
6510,6.5100,13.0200,1.0000,65.1000,130.2000,195.3000
6520,6.5200,13.0400,1.0000,65.2000,130.4000,195.6000
6530,6.5300,13.0600,1.0000,65.3000,130.6000,195.9000
6540,6.5400,13.0800,1.0000,65.4000,130.8000,196.2000
6550,6.5500,13.1000,1.0000,65.5000,131.0000,196.5000
6560,6.5600,13.1200,1.0000,65.6000,131.2000,196.8000
6570,6.5700,13.1400,1.0000,65.7000,131.4000,197.1000
6580,6.5800,13.1600,1.0000,65.8000,131.6000,197.4000
6590,6.5900,13.1800,1.0000,65.9000,131.8000,197.7000
6600,6.6000,13.2000,1.0000,66.0000,132.0000,198.0000
6610,6.6100,13.2200,1.0000,66.1000,132.2000,198.3000
6620,6.6200,13.2400,1.0000,66.2000,132.4000,198.6000
6630,6.6300,13.2600,1.0000,66.3000,132.6000,198.9000
6640,6.6400,13.2800,1.0000,66.4000,132.8000,199.2000
6650,6.6500,13.3000,1.0000,66.5000,133.0000,199.5000
6660,6.6600,13.3200,1.0000,66.6000,133.2000,199.8000
6670,6.6700,13.3400,1.0000,66.7000,133.4000,200.1000
6680,6.6800,13.3600,1.0000,66.8000,133.6000,200.4000
6690,6.6900,13.3800,1.0000,66.9000,133.8000,200.7000
6700,6.7000,13.4000,1.0000,67.0000,134.0000,201.0000
6710,6.7100,13.4200,1.0000,67.1000,134.2000,201.3000
6720,6.7200,13.4400,1.0000,67.2000,134.4000,201.6000
6730,6.7300,13.4600,1.0000,67.3000,134.6000,201.9000
6740,6.7400,13.4800,1.0000,67.4000,134.8000,202.2000
6750,6.7500,13.5000,1.0000,67.5000,135.0000,202.5000
6760,6.7600,13.5200,1.0000,67.6000,135.2000,202.8000
6770,6.7700,13.5400,1.0000,67.7000,135.4000,203.1000
6780,6.7800,13.5600,1.0000,67.8000,135.6000,203.4000
6790,6.7900,13.5800,1.0000,67.9000,135.8000,203.7000
6800,6.8000,13.6000,1.0000,68.0000,136.0000,204.0000
6810,6.8100,13.6200,1.0000,68.1000,136.2000,204.3000
6820,6.8200,13.6400,1.0000,68.2000,136.4000,204.6000
6830,6.8300,13.6600,1.0000,68.3000,136.6000,204.9000
6840,6.8400,13.6800,1.0000,68.4000,136.8000,205.2000
6850,6.8500,13.7000,1.0000,68.5000,137.0000,205.5000
6860,6.8600,13.7200,1.0000,68.6000,137.2000,205.8000
6870,6.8700,13.7400,1.0000,68.7000,137.4000,206.1000
6880,6.8800,13.7600,1.0000,68.8000,137.6000,206.4000
6890,6.8900,13.7800,1.0000,68.9000,137.8000,206.7000
6900,6.9000,13.8000,1.0000,69.0000,138.0000,207.0000
6910,6.9100,13.8200,1.0000,69.1000,138.2000,207.3000
6920,6.9200,13.8400,1.0000,69.2000,138.4000,207.6000
6930,6.9300,13.8600,1.0000,69.3000,138.6000,207.9000
6940,6.9400,13.8800,1.0000,69.4000,138.8000,208.2000
6950,6.9500,13.9000,1.0000,69.5000,139.0000,208.5000
6960,6.9600,13.9200,1.0000,69.6000,139.2000,208.8000
6970,6.9700,13.9400,1.0000,69.7000,139.4000,209.1000
6980,6.9800,13.9600,1.0000,69.8000,139.6000,209.4000
6990,6.9900,13.9800,1.0000,69.9000,139.8000,209.7000
7000,7.0000,14.0000,1.0000,70.0000,140.0000,210.0000
7010,7.0100,14.0200,1.0000,70.1000,140.2000,210.3000
7020,7.0200,14.0400,1.0000,70.2000,140.4000,210.6000
7030,7.0300,14.0600,1.0000,70.3000,140.6000,210.9000
7040,7.0400,14.0800,1.0000,70.4000,140.8000,211.2000
7050,7.0500,14.1000,1.0000,70.5000,141.0000,211.5000
7060,7.0600,14.1200,1.0000,70.6000,141.2000,211.8000
7070,7.0700,14.1400,1.0000,70.7000,141.4000,212.1000
7080,7.0800,14.1600,1.0000,70.8000,141.6000,212.4000
7090,7.0900,14.1800,1.0000,70.9000,141.8000,212.7000
7100,7.1000,14.2000,1.0000,71.0000,142.0000,213.0000
7110,7.1100,14.2200,1.0000,71.1000,142.2000,213.3000
7120,7.1200,14.2400,1.0000,71.2000,142.4000,213.6000
7130,7.1300,14.2600,1.0000,71.3000,142.6000,213.9000
7140,7.1400,14.2800,1.0000,71.4000,142.8000,214.2000
7150,7.1500,14.3000,1.0000,71.5000,143.0000,214.5000
7160,7.1600,14.3200,1.0000,71.6000,143.2000,214.8000
7170,7.1700,14.3400,1.0000,71.7000,143.4000,215.1000
7180,7.1800,14.3600,1.0000,71.8000,143.6000,215.4000
7190,7.1900,14.3800,1.0000,71.9000,143.8000,215.7000
7200,7.2000,14.4000,1.0000,72.0000,144.0000,216.0000
7210,7.2100,14.4200,1.0000,72.1000,144.2000,216.3000
7220,7.2200,14.4400,1.0000,72.2000,144.4000,216.6000
7230,7.2300,14.4600,1.0000,72.3000,144.6000,216.9000
7240,7.2400,14.4800,1.0000,72.4000,144.8000,217.2000
7250,7.2500,14.5000,1.0000,72.5000,145.0000,217.5000
7260,7.2600,14.5200,1.0000,72.6000,145.2000,217.8000
7270,7.2700,14.5400,1.0000,72.7000,145.4000,218.1000
7280,7.2800,14.5600,1.0000,72.8000,145.6000,218.4000
7290,7.2900,14.5800,1.0000,72.9000,145.8000,218.7000
7300,7.3000,14.6000,1.0000,73.0000,146.0000,219.0000
7310,7.3100,14.6200,1.0000,73.1000,146.2000,219.3000
7320,7.3200,14.6400,1.0000,73.2000,146.4000,219.6000
7330,7.3300,14.6600,1.0000,73.3000,146.6000,219.9000
7340,7.3400,14.6800,1.0000,73.4000,146.8000,220.2000
7350,7.3500,14.7000,1.0000,73.5000,147.0000,220.5000
7360,7.3600,14.7200,1.0000,73.6000,147.2000,220.8000
7370,7.3700,14.7400,1.0000,73.7000,147.4000,221.1000
7380,7.3800,14.7600,1.0000,73.8000,147.6000,221.4000
7390,7.3900,14.7800,1.0000,73.9000,147.8000,221.7000
7400,7.4000,14.8000,1.0000,74.0000,148.0000,222.0000
7410,7.4100,14.8200,1.0000,74.1000,148.2000,222.3000
7420,7.4200,14.8400,1.0000,74.2000,148.4000,222.6000
7430,7.4300,14.8600,1.0000,74.3000,148.6000,222.9000
7440,7.4400,14.8800,1.0000,74.4000,148.8000,223.2000
7450,7.4500,14.9000,1.0000,74.5000,149.0000,223.5000
7460,7.4600,14.9200,1.0000,74.6000,149.2000,223.8000
7470,7.4700,14.9400,1.0000,74.7000,149.4000,224.1000
7480,7.4800,14.9600,1.0000,74.8000,149.6000,224.4000
7490,7.4900,14.9800,1.0000,74.9000,149.8000,224.7000
7500,7.5000,15.0000,1.0000,75.0000,150.0000,225.0000
7510,7.5100,15.0200,1.0000,75.1000,150.2000,225.3000
7520,7.5200,15.0400,1.0000,75.2000,150.4000,225.6000
7530,7.5300,15.0600,1.0000,75.3000,150.6000,225.9000
7540,7.5400,15.0800,1.0000,75.4000,150.8000,226.2000
7550,7.5500,15.1000,1.0000,75.5000,151.0000,226.5000
7560,7.5600,15.1200,1.0000,75.6000,151.2000,226.8000
7570,7.5700,15.1400,1.0000,75.7000,151.4000,227.1000
7580,7.5800,15.1600,1.0000,75.8000,151.6000,227.4000
7590,7.5900,15.1800,1.0000,75.9000,151.8000,227.7000
7600,7.6000,15.2000,1.0000,76.0000,152.0000,228.0000
7610,7.6100,15.2200,1.0000,76.1000,152.2000,228.3000
7620,7.6200,15.2400,1.0000,76.2000,152.4000,228.6000
7630,7.6300,15.2600,1.0000,76.3000,152.6000,228.9000
7640,7.6400,15.2800,1.0000,76.4000,152.8000,229.2000
7650,7.6500,15.3000,1.0000,76.5000,153.0000,229.5000
7660,7.6600,15.3200,1.0000,76.6000,153.2000,229.8000
7670,7.6700,15.3400,1.0000,76.7000,153.4000,230.1000
7680,7.6800,15.3600,1.0000,76.8000,153.6000,230.4000
7690,7.6900,15.3800,1.0000,76.9000,153.8000,230.7000
7700,7.7000,15.4000,1.0000,77.0000,154.0000,231.0000
7710,7.7100,15.4200,1.0000,77.1000,154.2000,231.3000
7720,7.7200,15.4400,1.0000,77.2000,154.4000,231.6000
7730,7.7300,15.4600,1.0000,77.3000,154.6000,231.9000
7740,7.7400,15.4800,1.0000,77.4000,154.8000,232.2000
7750,7.7500,15.5000,1.0000,77.5000,155.0000,232.5000
7760,7.7600,15.5200,1.0000,77.6000,155.2000,232.8000
7770,7.7700,15.5400,1.0000,77.7000,155.4000,233.1000
7780,7.7800,15.5600,1.0000,77.8000,155.6000,233.4000
7790,7.7900,15.5800,1.0000,77.9000,155.8000,233.7000
7800,7.8000,15.6000,1.0000,78.0000,156.0000,234.0000
7810,7.8100,15.6200,1.0000,78.1000,156.2000,234.3000
7820,7.8200,15.6400,1.0000,78.2000,156.4000,234.6000
7830,7.8300,15.6600,1.0000,78.3000,156.6000,234.9000
7840,7.8400,15.6800,1.0000,78.4000,156.8000,235.2000
7850,7.8500,15.7000,1.0000,78.5000,157.0000,235.5000
7860,7.8600,15.7200,1.0000,78.6000,157.2000,235.8000
7870,7.8700,15.7400,1.0000,78.7000,157.4000,236.1000
7880,7.8800,15.7600,1.0000,78.8000,157.6000,236.4000
7890,7.8900,15.7800,1.0000,78.9000,157.8000,236.7000
7900,7.9000,15.8000,1.0000,79.0000,158.0000,237.0000
7910,7.9100,15.8200,1.0000,79.1000,158.2000,237.3000
7920,7.9200,15.8400,1.0000,79.2000,158.4000,237.6000
7930,7.9300,15.8600,1.0000,79.3000,158.6000,237.9000
7940,7.9400,15.8800,1.0000,79.4000,158.8000,238.2000
7950,7.9500,15.9000,1.0000,79.5000,159.0000,238.5000
7960,7.9600,15.9200,1.0000,79.6000,159.2000,238.8000
7970,7.9700,15.9400,1.0000,79.7000,159.4000,239.1000
7980,7.9800,15.9600,1.0000,79.8000,159.6000,239.4000
7990,7.9900,15.9800,1.0000,79.9000,159.8000,239.7000
8000,8.0000,16.0000,1.0000,80.0000,160.0000,240.0000
8010,8.0100,16.0200,1.0000,80.1000,160.2000,240.3000
8020,8.0200,16.0400,1.0000,80.2000,160.4000,240.6000
8030,8.0300,16.0600,1.0000,80.3000,160.6000,240.9000
8040,8.0400,16.0800,1.0000,80.4000,160.8000,241.2000
8050,8.0500,16.1000,1.0000,80.5000,161.0000,241.5000
8060,8.0600,16.1200,1.0000,80.6000,161.2000,241.8000
8070,8.0700,16.1400,1.0000,80.7000,161.4000,242.1000
8080,8.0800,16.1600,1.0000,80.8000,161.6000,242.4000
8090,8.0900,16.1800,1.0000,80.9000,161.8000,242.7000
8100,8.1000,16.2000,1.0000,81.0000,162.0000,243.0000
8110,8.1100,16.2200,1.0000,81.1000,162.2000,243.3000
8120,8.1200,16.2400,1.0000,81.2000,162.4000,243.6000
8130,8.1300,16.2600,1.0000,81.3000,162.6000,243.9000
8140,8.1400,16.2800,1.0000,81.4000,162.8000,244.2000
8150,8.1500,16.3000,1.0000,81.5000,163.0000,244.5000
8160,8.1600,16.3200,1.0000,81.6000,163.2000,244.8000
8170,8.1700,16.3400,1.0000,81.7000,163.4000,245.1000
8180,8.1800,16.3600,1.0000,81.8000,163.6000,245.4000
8190,8.1900,16.3800,1.0000,81.9000,163.8000,245.7000
8200,8.2000,16.4000,1.0000,82.0000,164.0000,246.0000
8210,8.2100,16.4200,1.0000,82.1000,164.2000,246.3000
8220,8.2200,16.4400,1.0000,82.2000,164.4000,246.6000
8230,8.2300,16.4600,1.0000,82.3000,164.6000,246.9000
8240,8.2400,16.4800,1.0000,82.4000,164.8000,247.2000
8250,8.2500,16.5000,1.0000,82.5000,165.0000,247.5000
8260,8.2600,16.5200,1.0000,82.6000,165.2000,247.8000
8270,8.2700,16.5400,1.0000,82.7000,165.4000,248.1000
8280,8.2800,16.5600,1.0000,82.8000,165.6000,248.4000
8290,8.2900,16.5800,1.0000,82.9000,165.8000,248.7000
8300,8.3000,16.6000,1.0000,83.0000,166.0000,249.0000
8310,8.3100,16.6200,1.0000,83.1000,166.2000,249.3000
8320,8.3200,16.6400,1.0000,83.2000,166.4000,249.6000
8330,8.3300,16.6600,1.0000,83.3000,166.6000,249.9000
8340,8.3400,16.6800,1.0000,83.4000,166.8000,250.2000
8350,8.3500,16.7000,1.0000,83.5000,167.0000,250.5000
8360,8.3600,16.7200,1.0000,83.6000,167.2000,250.8000
8370,8.3700,16.7400,1.0000,83.7000,167.4000,251.1000
8380,8.3800,16.7600,1.0000,83.8000,167.6000,251.4000
8390,8.3900,16.7800,1.0000,83.9000,167.8000,251.7000
8400,8.4000,16.8000,1.0000,84.0000,168.0000,252.0000
8410,8.4100,16.8200,1.0000,84.1000,168.2000,252.3000
8420,8.4200,16.8400,1.0000,84.2000,168.4000,252.6000
8430,8.4300,16.8600,1.0000,84.3000,168.6000,252.9000
8440,8.4400,16.8800,1.0000,84.4000,168.8000,253.2000
8450,8.4500,16.9000,1.0000,84.5000,169.0000,253.5000
8460,8.4600,16.9200,1.0000,84.6000,169.2000,253.8000
8470,8.4700,16.9400,1.0000,84.7000,169.4000,254.1000
